CALUMNO,CICLO_ACTUAL,DMODALIDADINGRESO,DBECA_ESTADO,NACIMIENTO_CDEPARTAMENTO,FLAG_SITUACIONLAB,DCAT_PAGO,PDESCUENTO_MAT,MONTO_MAT,MONTO_CUOTA,NCUMOROSO_PERIODO,MONTO_CUMOROSO3,RECORDSEGMENTO,NCURSO_RETIRADO_ACUM,NCURSO_DESAPROBADO,NCURSO_MATRICULA_ACUM,NPROMEDIO_ACUM,NFALTAS,COLEGIO_ESCALA,COLEGIO_PENSION,EE_TIPO,MONTO_DEUDA_ALCIERRE,RIESGO_INASISTENCIA,PDESCUENTO_CUOTA,PREDICHO
1287628,5,Traslado - Egresado,,15.0,SI,CATEGORIA A,0.0,295.0,1383.0,0,,MEDIA INFERIOR,0,1,6,12.2,61.0,A,,Particular,,RIESGO ALTO,0.0,0.0
1294742,0,Becas Otorgadas por el Estado,BECA 18 - ORDINARIA,14.0,NO,CATEGORIA A,0.0,295.0,1383.0,0,,MEDIA INFERIOR,0,1,5,11.6,17.0,A,,Estatal,,SIN RIESGO,0.0,0.16084113270476458
1288878,1,Regular,,15.0,NO,CATEGORIA B,0.0,295.0,1586.0,0,,,1,0,12,0.0,40.0,A,190.0,Particular,,SIN RIESGO,0.0,0.0
1289095,0,Tercio Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1383.0,0,,,0,0,0,0.0,,A,435.0,Particular,,SIN RIESGO,0.0,0.0
1221726,5,Tercio Superior,,15.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA SUPERIOR,2,1,30,13.0,201.0,A,150.0,Parroquial,5684.0,RIESGO ALTO,0.0,0.0
1282099,0,Pre USIL,,0.0,SI,CATEGORIA A,0.0,295.0,1383.0,0,4704.0,MEDIA INFERIOR,0,2,6,12.1,18.0,A,180.0,Particular Laico,1383.0,SIN RIESGO,0.0,0.0
1287798,1,Regular,,,NO,CATEGORIA A,0.0,295.0,1383.0,0,,MEDIA SUPERIOR,0,0,5,13.2,39.0,A,180.0,Estatal,1383.0,RIESGO ALTO,0.0,0.08036505861428066
1219036,2,Regular,,,SI,CATEGORIA B,0.0,295.0,1586.0,0,1600.0,MEDIA INFERIOR,3,0,20,12.67,114.0,A,160.0,Particular Cooperativo,,SIN RIESGO,0.0,0.0
1222744,6,Tercio Superior,,,SI,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA INFERIOR,2,0,41,13.6,295.0,A,155.0,Particular Religioso,,RIESGO ALTO,0.0,0.0
1218413,7,Rendimiento Superior,,,SI,CATEGORIA B,0.0,295.0,1586.0,0,,TERCIO SUPERIOR,1,0,35,15.2,155.0,A,385.0,Particular,1586.0,SIN RIESGO,0.0,0.0
1215839,2,Tercio Superior,,,NO,CATEGORIA A,0.0,295.0,1421.0,0,,,3,0,24,,353.0,A,250.0,Particular Cooperativo,,SIN RIESGO,0.0,0.0
1216493,6,Rendimiento Superior,,15.0,SI,CATEGORIA C,0.0,295.0,1836.0,0,,QUINTO SUPERIOR,0,0,34,14.75,288.0,B,500.0,Particular Religioso,1836.0,RIESGO POTENCIAL,0.0,0.06436748884290312
1222613,9,Rendimiento Superior,,15.0,NO,CATEGORIA N,0.0,100.0,808.0,0,,MEDIA SUPERIOR,2,0,60,18.5,259.0,B,660.0,Particular,,SIN RIESGO,0.0,0.4493104637850599
1218254,7,Tercio Superior,,,SI,CATEGORIA A,0.0,295.0,1454.0,0,,MEDIA SUPERIOR,3,1,40,13.0,243.0,A,280.0,Particular Laico,1454.0,RIESGO ALTO,0.0,0.08292663372164642
1281677,0,Regular,,4.0,NO,CATEGORIA C,0.0,295.0,1798.0,0,,,0,0,0,0.0,,A,190.0,Particular Evangélico,,SIN RIESGO,0.0,0.0
1219419,4,Rendimiento Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1421.0,0,1568.0,MEDIA INFERIOR,4,0,36,12.33,387.0,A,110.0,Particular,,RIESGO POTENCIAL,0.0,0.0
1222753,7,Rendimiento Superior,,,SI,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA SUPERIOR,2,0,37,14.4,377.0,A,600.0,Particular Laico,,RIESGO POTENCIAL,0.0,0.0
1225022,7,Exonerado,,,SI,CATEGORIA C,0.0,295.0,1869.0,0,,MEDIA INFERIOR,3,0,40,12.75,475.0,A,,Particular Laico,,RIESGO ALTO,0.0,0.0
1215766,7,Tercio Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1421.0,0,,TERCIO SUPERIOR,1,0,38,15.6,154.0,A,200.0,Particular Religioso,,SIN RIESGO,0.0,0.0807983930458704
1218994,4,Regular,,15.0,NO,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA INFERIOR,2,2,32,10.6,148.0,A,320.0,Particular,,RIESGO ALTO,0.0,0.0
1216408,6,Exonerado,,,SI,CATEGORIA B,0.0,295.0,1586.0,0,,MEDIA INFERIOR,4,0,35,13.2,459.0,A,,Particular,,RIESGO POTENCIAL,0.0,0.0
1218944,7,Regular,,,NO,CATEGORIA B,0.0,295.0,1586.0,0,,MEDIA SUPERIOR,0,0,37,14.5,243.0,B,900.0,Particular Religioso,,RIESGO ALTO,0.0,0.0
1218981,7,Regular,,15.0,SI,CATEGORIA B,0.0,295.0,1586.0,0,,QUINTO SUPERIOR,1,0,35,15.25,246.0,B,650.0,Particular Religioso,,SIN RIESGO,0.0,0.03569298998501579
1218956,5,Regular,,15.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA SUPERIOR,5,0,42,13.5,689.0,A,,Estatal,1421.0,RIESGO POTENCIAL,0.0,0.0
1218904,0,Regular,,15.0,NO,CATEGORIA A,0.0,295.0,1454.0,0,4704.0,,1,0,5,0.0,150.0,A,320.0,Particular,,SIN RIESGO,0.0,0.0
1218055,9,Exonerado,,,NO,CATEGORIA C,0.0,295.0,1869.0,0,1758.0,MEDIA SUPERIOR,1,1,39,12.2,351.0, ,,Particular Religioso,1869.0,RIESGO ALTO,0.0,0.0
1219279,5,Regular,,15.0,SI,CATEGORIA C,0.0,295.0,2166.0,0,528.0,MEDIA INFERIOR,2,1,37,11.25,165.0,A,140.0,Particular Religioso,2166.0,RIESGO ALTO,0.0,0.06418682569494585
1221672,7,Rendimiento Superior,,,SI,CATEGORIA A,0.0,295.0,1454.0,0,,MEDIA INFERIOR,2,0,42,13.0,437.0,B,460.0,Particular Religioso,,RIESGO ALTO,0.0,0.030661431624801987
1201057,10,Tercio Superior,,4.0,NO,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA SUPERIOR,0,0,54,13.67,206.0,A,155.0,Particular Religioso,,RIESGO ALTO,0.0,0.0
1287935,1,Pre USIL,,15.0,NO,CATEGORIA E,0.0,295.0,2561.0,0,5416.0,MEDIA INFERIOR,0,1,11,12.4,35.0,A,162.0,Particular Religioso,,SIN RIESGO,0.0,0.0
1280214,2,Rendimiento Superior,,15.0,SI,CATEGORIA B,0.0,295.0,1586.0,0,,TERCIO SUPERIOR,0,0,10,13.6,70.0,B,400.0,Parroquial,,RIESGO ALTO,0.0,0.07139683493252189
1225267,6,Regular,,,SI,CATEGORIA A,0.0,295.0,1454.0,0,,TERCIO SUPERIOR,3,0,34,14.25,282.0,B,900.0,Particular,,RIESGO ALTO,0.0,0.028167491600335784
1224706,3,Regular,,,NO,CATEGORIA B,0.0,295.0,1754.0,0,3802.0,MEDIA INFERIOR,5,0,32,12.0,649.0,A,360.0,Particular,1754.0,RIESGO POTENCIAL,0.0,0.0
1274932,1,Rendimiento Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA INFERIOR,0,1,12,12.55,50.0,A,349.0,Otros,,SIN RIESGO,0.0,0.15359069801452538
1225213,5,Regular,,15.0,NO,CATEGORIA A,0.0,295.0,1454.0,0,,MEDIA INFERIOR,3,0,41,13.0,341.0,A,120.0,Particular Laico,1454.0,RIESGO ALTO,0.0,0.02995441279697231
1224425,10,Exonerado,,12.0,SI,CATEGORIA B,0.0,295.0,1586.0,0,,QUINTO SUPERIOR,0,0,40,15.36,140.0,A,270.0,Particular Laico,,RIESGO ALTO,0.0,0.0
1224756,3,Regular,,15.0,NO,CATEGORIA B,0.0,295.0,1586.0,0,,MEDIA INFERIOR,7,1,32,9.0,305.0,B,950.0,Particular Religioso,,RIESGO POTENCIAL,0.0,0.03671258576442583
1218972,3,Exonerado,,15.0,NO,CATEGORIA C,0.0,295.0,2133.0,0,,MEDIA INFERIOR,5,1,30,12.0,542.0,A,320.0,Particular,,RIESGO POTENCIAL,0.0,0.0
1225229,2,Exonerado,,9.0,SI,CATEGORIA A,0.0,295.0,1454.0,0,,,2,0,23,0.0,231.0, ,,Particular,,SIN RIESGO,0.0,0.0
1224738,4,Regular,,15.0,NO,CATEGORIA A,0.0,295.0,1421.0,0,1440.0,MEDIA INFERIOR,5,0,40,11.5,488.0,B,385.0,Particular Religioso,,RIESGO ALTO,0.0,0.0
1219132,3,Regular,,15.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,3136.0,,2,0,27,0.0,485.0,A,600.0,Particular Laico,,SIN RIESGO,0.0,0.0
1221234,3,Tercio Superior,,,NO,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA INFERIOR,6,1,34,10.33,500.0,A,190.0,Pre Universitario,,RIESGO POTENCIAL,0.0,0.0
1219308,4,Regular,,,SI,CATEGORIA B,0.0,295.0,1619.0,0,3466.0,MEDIA INFERIOR,5,1,37,10.75,470.0,A,390.0,Particular Laico,,RIESGO ALTO,0.0,0.0
1224497,5,Pre USIL,,0.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,1226.4,MEDIA INFERIOR,1,1,38,12.2,270.0,A,250.0,No Escolarizado,1421.0,RIESGO ALTO,0.0,0.0030872508131368566
1225490,6,Exonerado,,15.0,SI,CATEGORIA A,0.0,295.0,1454.0,0,,,5,0,35,0.0,560.0,A,,Particular,,SIN RIESGO,0.0,0.032033932145464517
1219149,2,Regular,,12.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,2895.0,,3,0,29,0.0,269.0,A,,Particular,,SIN RIESGO,0.0,0.07615432610533049
1225610,3,Regular,,,NO,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA INFERIOR,7,1,34,10.33,518.0,A,310.0,Particular,,RIESGO ALTO,0.0,0.0
1222869,4,Rendimiento Superior,,,NO,CATEGORIA B,0.0,295.0,1754.0,0,,MEDIA INFERIOR,1,0,34,13.56,650.0,A,480.0,Particular,,RIESGO ALTO,0.0,0.0
1225051,5,Regular,,13.0,SI,CATEGORIA B,0.0,295.0,1586.0,0,,MEDIA INFERIOR,3,0,36,12.25,229.0, ,,Particular,,RIESGO ALTO,0.0,0.029769783893691927
1211874,0,Regular,,,SI,CATEGORIA A,0.0,295.0,1421.0,0,2894.0,,2,0,11,0.0,258.0,A,345.0,Particular,,SIN RIESGO,0.0,0.0
1211943,5,Regular,,,SI,CATEGORIA B,0.0,295.0,1754.0,0,,MEDIA INFERIOR,7,0,43,12.0,664.0,A,340.0,Particular Laico,,RIESGO POTENCIAL,0.0,0.0
1211700,1,Regular,,15.0,SI,CATEGORIA B,0.0,295.0,1586.0,0,,MEDIA INFERIOR,6,1,32,13.33,516.0,A,290.0,Particular Laico,976.0,RIESGO POTENCIAL,0.0,0.0
1211801,5,Regular,,12.0,SI,CATEGORIA B,0.0,295.0,1754.0,0,,MEDIA INFERIOR,4,0,44,12.6,513.0,A,80.0,Particular Laico,,RIESGO ALTO,0.0,0.0
1212154,7,Regular,,15.0,SI,CATEGORIA B,0.0,295.0,1586.0,0,,QUINTO SUPERIOR,0,0,35,14.6,294.0,A,30.0,Estatal,,RIESGO ALTO,0.0,0.01617549326657704
1211152,5,Exonerado,,15.0,SI,CATEGORIA A,0.0,295.0,1454.0,0,3136.0,MEDIA INFERIOR,1,1,35,11.6,344.0,A,10.0,Particular Religioso,2908.0,RIESGO ALTO,0.0,0.03119359755778432
1211791,3,Regular,,15.0,SI,CATEGORIA B,0.0,295.0,1754.0,0,,,6,0,40,0.0,622.0,A,350.0,Particular,,RIESGO POTENCIAL,0.0,0.0
1211662,4,Center For American Educ,,15.0,NO,CATEGORIA D,0.0,295.0,2605.0,0,,,2,0,36,0.0,80.0,D,1620.0,Particular Religioso,,SIN RIESGO,0.0,0.08521022172123872
1225368,6,Regular,,15.0,NO,CATEGORIA A,0.0,295.0,1421.0,0,,QUINTO SUPERIOR,0,0,34,16.7,103.0,A,170.0,Particular Laico,,SIN RIESGO,0.0,0.1500358332199792
1224494,1,Pre USIL,,15.0,NO,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA INFERIOR,4,0,17,13.5,321.0,A,,Estatal,1421.0,RIESGO POTENCIAL,0.0,0.0
1224774,6,Regular,,15.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,2822.4,MEDIA INFERIOR,2,0,37,13.8,408.0,A,335.0,Particular,,RIESGO ALTO,0.0,0.0
1275074,2,Rendimiento Superior,,15.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,1568.0,MEDIA INFERIOR,0,1,10,12.2,34.0,A,480.0,Particular,,SIN RIESGO,0.0,0.08358944045830914
1223045,5,Rendimiento Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA SUPERIOR,0,0,30,15.4,92.0,A,64.0,Particular,2842.0,SIN RIESGO,0.0,0.05463034849582463
1225052,6,Regular,,15.0,NO,CATEGORIA A,0.0,295.0,1454.0,0,,MEDIA INFERIOR,2,1,39,11.6,246.0,A,0.0,Estatal,1454.0,RIESGO ALTO,0.0,0.09203879947917755
1224493,1,Pre USIL,,15.0,NO,CATEGORIA B,0.0,295.0,1619.0,0,,,3,0,22,0.0,436.0,A,360.0,Particular,,SIN RIESGO,0.0,0.0
1228568,10,Exonerado,,15.0,SI,CATEGORIA C,0.0,295.0,1869.0,0,,TERCIO SUPERIOR,2,0,35,14.0,95.0,A,,Particular,1725.0,SIN RIESGO,0.0,0.13022721114715025
1287758,0,Regular,,15.0,NO,CATEGORIA A,0.0,295.0,1383.0,0,,MEDIA INFERIOR,1,4,5,1.75,169.0,A,190.0,Particular,1383.0,RIESGO POTENCIAL,0.0,0.0
1225225,2,Regular,,15.0,NO,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA INFERIOR,5,0,30,12.0,547.0,C,545.0,Particular Laico,,RIESGO POTENCIAL,0.0,0.0
1225025,4,Regular,,15.0,NO,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA INFERIOR,6,0,38,11.75,343.0,A,130.0,Pre Universitario,,RIESGO ALTO,0.0,0.0
1221576,9,Exonerado,,,NO,CATEGORIA B,0.0,295.0,1586.0,0,,MEDIA INFERIOR,1,0,33,12.6,292.0,A,170.0,Otros,,SIN RIESGO,0.0,0.03432334414244238
1225141,5,Regular,,15.0,NO,CATEGORIA A,0.0,295.0,1421.0,0,4599.0,MEDIA INFERIOR,2,1,38,12.25,424.0,A,130.0,Pre Universitario,5684.0,RIESGO ALTO,0.0,0.0
1224584,6,Tercio Superior,,,SI,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA INFERIOR,0,2,41,11.89,169.0,A,,Estatal,,RIESGO ALTO,0.0,0.18996180154290357
1224793,2,Regular,,,SI,CATEGORIA B,0.0,295.0,1619.0,0,3466.0,MEDIA INFERIOR,5,0,27,13.5,581.0,A,110.0,Particular Laico,1619.0,RIESGO POTENCIAL,0.0,0.0
1224825,7,Pre USIL,,,SI,CATEGORIA A,0.0,295.0,1421.0,0,964.0,MEDIA INFERIOR,0,0,41,13.0,155.0,A,0.0,Parroquial,,SIN RIESGO,0.0,0.0
1287337,2,Traslado - Egresado,,15.0,SI,CATEGORIA C,0.0,295.0,1798.0,0,,MEDIA INFERIOR,1,2,5,9.5,48.0,A,,Particular,1798.0,RIESGO ALTO,0.0,0.0
1225223,5,Tercio Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA SUPERIOR,1,0,34,12.6,249.0,A,250.0,Particular,,RIESGO ALTO,0.0,0.0
1224473,3,Pre USIL,,15.0,NO,CATEGORIA A,0.0,295.0,1421.0,0,2895.0,,4,0,27,0.0,253.0,B,350.0,Particular Religioso,,SIN RIESGO,0.0,0.07665443893135489
1219241,4,Regular,,,SI,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA INFERIOR,1,1,28,11.5,167.0,A,25.0,Particular Laico,,RIESGO ALTO,0.0,0.0
1287506,1,Traslado - Egresado,,,NO,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA INFERIOR,1,5,11,8.22,110.0, ,,Otros,2842.0,RIESGO ALTO,0.0,0.0
1221667,1,Tercio Superior,,,NO,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA INFERIOR,4,0,22,12.0,69.0,A,,Particular,,SIN RIESGO,0.0,0.03441949433085371
1225144,3,Regular,,,SI,CATEGORIA B,0.0,295.0,1586.0,0,,MEDIA INFERIOR,2,2,27,11.6,408.0,A,10.0,Parroquial,,RIESGO POTENCIAL,0.0,0.0
1287810,1,Regular,,,NO,CATEGORIA B,0.0,295.0,1754.0,0,1773.0,MEDIA INFERIOR,2,1,12,12.24,86.0,A,170.0,Parroquial,,RIESGO ALTO,0.0,0.0
1282957,2,Rendimiento Superior,,,NO,CATEGORIA C,0.0,295.0,2133.0,0,,MEDIA INFERIOR,0,1,12,12.95,62.0,B,800.0,Particular Laico,,RIESGO ALTO,0.0,0.012181429513339241
1288176,0,Regular,,,NO,CATEGORIA E,0.0,295.0,2561.0,0,,MEDIA INFERIOR,1,6,12,5.5,176.0,D,1650.0,Particular,,RIESGO POTENCIAL,0.0,0.0
1222771,7,Exonerado,,15.0,SI,CATEGORIA C,0.0,295.0,1836.0,0,,QUINTO SUPERIOR,3,0,34,13.75,262.0,A,,Particular,,RIESGO ALTO,0.0,0.0
1224759,1,Regular,,,NO,CATEGORIA A,0.0,295.0,1421.0,0,4704.0,MEDIA INFERIOR,6,0,25,11.5,364.0,A,110.0,Parroquial,5248.0,RIESGO POTENCIAL,0.0,0.0
1224790,6,Regular,,,NO,CATEGORIA B,0.0,295.0,1586.0,0,,MEDIA SUPERIOR,0,0,40,16.6,167.0,B,550.0,Particular Religioso,,RIESGO ALTO,0.0,0.0
1224734,5,Regular,,15.0,SI,CATEGORIA A,0.0,295.0,1454.0,0,1568.0,MEDIA INFERIOR,6,0,46,12.75,854.0,A,350.0,Particular,2908.0,RIESGO POTENCIAL,0.0,0.02672550140370808
1224713,4,Regular,,,SI,CATEGORIA A,0.0,295.0,1421.0,0,4140.0,MEDIA INFERIOR,2,1,36,11.29,404.0,A,135.0,Particular Laico,1421.0,RIESGO ALTO,0.0,0.0
1219019,3,Regular,,15.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,4704.0,MEDIA INFERIOR,6,1,33,12.0,475.0,A,100.0,Pre Universitario,5684.0,RIESGO ALTO,0.0,0.0
1224810,0,Regular,,15.0,NO,CATEGORIA A,0.0,295.0,1421.0,0,,,2,0,12,,273.0,A,180.0,Particular Religioso,,SIN RIESGO,0.0,0.0
1225347,1,Regular,,,SI,CATEGORIA A,0.0,295.0,1454.0,0,,MEDIA INFERIOR,5,2,35,10.67,474.0,A,170.0,Pre Universitario,1118.0,RIESGO POTENCIAL,0.0,0.03190061638561402
1224258,6,Tercio Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1454.0,0,,MEDIA INFERIOR,1,0,35,12.6,336.0,A,310.0,Particular Religioso,,RIESGO POTENCIAL,0.0,0.02995441279697231
1225068,3,Regular,,15.0,NO,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA INFERIOR,5,0,31,12.5,376.0,A,150.0,Parroquial,,RIESGO POTENCIAL,0.0,0.0
1224397,5,Exonerado,,,NO,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA INFERIOR,5,1,32,11.0,416.0,A,,Particular,5684.0,RIESGO POTENCIAL,0.0,0.0
1224028,4,Exonerado,,15.0,NO,CATEGORIA B,0.0,295.0,1586.0,0,,MEDIA INFERIOR,0,1,28,12.2,246.0,A,440.0,Pre Universitario,,RIESGO ALTO,0.0,0.01283706912671228
1221739,9,Exonerado,,,SI,CATEGORIA B,0.0,295.0,1586.0,0,,MEDIA INFERIOR,0,1,34,9.0,104.0,A,,Particular Religioso,,RIESGO ALTO,0.0,0.018477730952337634
1287845,2,Regular,,,NO,CATEGORIA A,0.0,295.0,1421.0,0,4704.0,MEDIA INFERIOR,0,2,12,12.0,135.0,A,350.0,Particular,5684.0,RIESGO POTENCIAL,0.0,0.01383185349666121
1219244,4,Regular,,15.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA INFERIOR,2,0,28,13.0,333.0,A,330.0,Particular Laico,,RIESGO ALTO,0.0,0.0
1224822,2,Pre USIL,,15.0,NO,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA INFERIOR,2,1,24,12.0,251.0,A,160.0,Particular Laico,4263.0,RIESGO ALTO,0.0,0.0
1224903,5,Regular,,15.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA INFERIOR,4,1,35,13.0,358.0,A,130.0,Particular,,RIESGO ALTO,0.0,0.0
1281662,0,Regular,,14.0,NO,CATEGORIA A,0.0,295.0,1383.0,0,4704.0,MEDIA SUPERIOR,0,1,6,13.7,4.0,A,,Estatal,1383.0,SIN RIESGO,0.0,0.6395483365808571
1224420,3,Rendimiento Superior,,,SI,CATEGORIA A,0.0,295.0,1421.0,0,,,4,0,29,0.0,307.0,A,180.0,Pre Universitario,,SIN RIESGO,0.0,0.0
1224389,7,Exonerado,,15.0,NO,CATEGORIA A,0.0,295.0,1454.0,0,964.0,MEDIA INFERIOR,6,1,40,10.5,575.0,A,,Particular,,RIESGO POTENCIAL,0.0,0.2597594209914471
1225310,7,Regular,,,SI,CATEGORIA A,0.0,295.0,1454.0,0,,MEDIA INFERIOR,0,0,40,15.0,294.0,A,320.0,Particular,5816.0,SIN RIESGO,0.0,0.11306788286072657
1205243,2,Exonerado,,,SI,CATEGORIA A,0.0,295.0,1454.0,0,,MEDIA INFERIOR,3,0,17,13.25,333.0,A,,Estatal,2908.0,RIESGO POTENCIAL,0.0,0.0120108055215319
1212188,9,Exonerado,,,SI,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA INFERIOR,4,0,53,15.0,649.0,A,,Particular,,RIESGO ALTO,0.0,0.0
50700,9,Regular,,15.0,SI,CATEGORIA C,0.0,295.0,2133.0,0,,,13,0,105,0.0,1023.0,B,350.0,Particular Laico,,SIN RIESGO,0.0,0.0
1211913,7,Regular,,12.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA INFERIOR,0,0,51,13.0,614.0,A,210.0,Particular,,RIESGO ALTO,0.0,0.0
1295024,1,Becas Otorgadas por el Estado,BECA 18 - ORDINARIA,,NO,CATEGORIA A,0.0,,,0,,QUINTO SUPERIOR,0,0,5,15.4,3.0,A,,Estatal,,SIN RIESGO,0.0,0.0
50626,12,Regular,,15.0,SI,CATEGORIA B,0.0,295.0,1586.0,0,,,12,0,140,0.0,635.0,B,385.0,Particular Religioso,,SIN RIESGO,0.0,0.0
1247827,1,Becas Otorgadas por el Estado,BECA 18 - VRAEM,,NO,CATEGORIA T,0.0,295.0,1383.0,0,,,0,0,11,0.0,179.0, ,,,,SIN RIESGO,0.0,0.0
1212153,1,Regular,,,NO,CATEGORIA A,0.0,295.0,1454.0,0,1568.0,,5,0,32,0.0,564.0,A,,Estatal,,RIESGO ALTO,0.0,0.04143505233154292
1209680,4,Exonerado,,15.0,SI,CATEGORIA A,0.0,295.0,1454.0,0,,MEDIA INFERIOR,3,1,33,12.6,448.0,A,0.0,Estatal,1454.0,RIESGO POTENCIAL,0.0,0.032208952262718124
1212598,3,Exonerado,,15.0,SI,CATEGORIA A,0.0,295.0,1454.0,0,,MEDIA INFERIOR,4,3,32,6.67,474.0,A,300.0,No Escolarizado,1454.0,RIESGO POTENCIAL,0.0,0.03322239184993264
1211371,6,Exonerado,,15.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA SUPERIOR,2,0,35,12.4,178.0,A,250.0,Pre Universitario,,SIN RIESGO,0.0,0.0
1221072,6,Rendimiento Superior,,,SI,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA INFERIOR,2,1,42,11.0,340.0,A,190.0,Pre Universitario,,RIESGO POTENCIAL,0.0,0.0
1216729,3,Sistema de Progresión Universitaria,,,SI,CATEGORIA A,0.0,295.0,1421.0,0,3136.0,MEDIA INFERIOR,4,0,33,13.06,470.0,A,180.0,Particular Religioso,,RIESGO ALTO,0.0,0.0
1219316,6,Tercio Superior,,,SI,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA INFERIOR,2,0,39,11.25,370.0,A,110.0,Particular Laico,,RIESGO ALTO,0.0,0.0
1212895,7,Exonerado,,,SI,CATEGORIA B,0.0,295.0,1754.0,0,,TERCIO SUPERIOR,4,1,39,15.13,357.0, ,,,,RIESGO POTENCIAL,0.0,0.10470553453104144
1288405,1,Traslado - Egresado,,15.0,SI,CATEGORIA B,0.0,295.0,1586.0,0,,MEDIA INFERIOR,1,2,7,7.33,196.0,A,,Particular,5734.0,RIESGO POTENCIAL,0.0,0.0
1181663,9,Tercio Superior,,19.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA SUPERIOR,1,0,48,11.33,318.0,A,10.0,Estatal,,SIN RIESGO,0.0,0.0
1214200,10,Exonerado,,,SI,CATEGORIA B,0.0,295.0,1586.0,0,,MEDIA INFERIOR,2,0,38,13.67,459.0,A,,Particular,,SIN RIESGO,0.0,0.0
1212377,6,Regular,,,SI,CATEGORIA B,0.0,295.0,1586.0,0,,MEDIA INFERIOR,4,0,41,12.71,484.0,A,330.0,Particular Laico,1586.0,RIESGO POTENCIAL,0.0,0.0
31384,11,Regular,,,SI,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA INFERIOR,7,0,105,15.0,1144.0,B,950.0,Particular Laico,2975.78,SIN RIESGO,0.0,0.0
1213557,10,Exonerado,,15.0,SI,CATEGORIA B,0.0,295.0,1586.0,0,,MEDIA INFERIOR,1,0,39,12.0,498.0,A,,Particular,,RIESGO ALTO,0.0,0.0
1213310,10,Exonerado,,15.0,NO,CATEGORIA B,0.0,295.0,1586.0,0,,MEDIA INFERIOR,1,0,54,13.29,406.0,C,876.0,Otros,,RIESGO ALTO,0.0,0.0
16259,9,Regular,,,SI,CATEGORIA A,0.0,295.0,1421.0,0,,,1,0,71,0.0,291.0,A,20.0,Parroquial,,SIN RIESGO,0.0,0.07495835475525661
1211717,6,Regular,,15.0,NO,CATEGORIA A,0.0,295.0,1454.0,0,,MEDIA INFERIOR,10,3,51,6.0,890.0,A,210.0,Particular,5816.0,RIESGO POTENCIAL,0.0,0.0316197912616086
1212567,9,Exonerado,,,SI,CATEGORIA D,0.0,295.0,2196.0,0,,MEDIA INFERIOR,4,0,50,12.33,632.0,A,,Particular Laico,,RIESGO POTENCIAL,0.0,0.0
1212036,8,Regular,,15.0,NO,CATEGORIA A,0.0,295.0,1454.0,0,270.0,MEDIA SUPERIOR,4,0,56,13.77,812.0,A,160.0,Militar,4362.0,RIESGO ALTO,0.0,0.3201597432022228
1213751,8,Exonerado,,15.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,,TERCIO SUPERIOR,0,0,40,14.4,269.0,A,230.0,Particular,,RIESGO ALTO,0.0,0.0
1209684,5,Exonerado,,16.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA SUPERIOR,4,0,36,14.68,334.0,A,25.0,Particular Laico,,RIESGO ALTO,0.0,0.0
